[DEBUG] [2022-03-07 22:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4108d373d1a8497abb474d629c5c41a1, msgType : 19
[DEBUG] [2022-03-07 22:01:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 962d67b5c7444a3780a078a5aa92568c, msgType : 19
[DEBUG] [2022-03-07 22:01:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c78a9fb9c9ea4ea4a531e475b64967ab, msgType : 19
[DEBUG] [2022-03-07 22:01:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 352a0d14d013434686af07c9453b0338, msgType : 19
[DEBUG] [2022-03-07 22:01:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a3314fafaaf74958999540a587541ad0, msgType : 19
[DEBUG] [2022-03-07 22:01:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f0fa751f4742482c93332a71f623b83b, msgType : 19
[DEBUG] [2022-03-07 22:01:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a813a7d330b04dfa90f6b4018c08cac7, msgType : 19
[DEBUG] [2022-03-07 22:01:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d130ecbe320844c5944aab6aafdb0661, msgType : 19
[DEBUG] [2022-03-07 22:01:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 528f22093cd84782b38a7e361d26d33a, msgType : 19
[DEBUG] [2022-03-07 22:01:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 28bbdf060a7347ef8dd18cb392dba1c9, msgType : 19
[DEBUG] [2022-03-07 22:01:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d1e8fd30b13c454c9b9ff028456d5029, msgType : 19
[DEBUG] [2022-03-07 22:01:39] ConsoleContractImpl.callContract(441) | sendCall request, params: [adbd, def], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:constr, paramSize: 2
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@1eba372c 
[INFO] [2022-03-07 22:01:39] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:01:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 882349e484ec4087a73da405eed673ce, msgType : 18
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:39] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:01:39] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@21ec5d87 
[INFO] [2022-03-07 22:01:39] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:01:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7620ba492dc74431bae074d2b19f30c0, msgType : 19
[DEBUG] [2022-03-07 22:01:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 72e50090191a44d39baedf778d3e96e7, msgType : 19
[DEBUG] [2022-03-07 22:01:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 44cd1f6b1a764efdb0aed84569d1210a, msgType : 19
[DEBUG] [2022-03-07 22:01:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2d08f7b1cb534c9ebebe93c4187ad062, msgType : 19
[DEBUG] [2022-03-07 22:01:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aa66c8088e7d4909b684468eb52fdadb, msgType : 19
[DEBUG] [2022-03-07 22:01:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 300d87e9a0c64458930839e4e1dd7cc7, msgType : 19
[DEBUG] [2022-03-07 22:01:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 479b34128d0b408b9a2099805b832c1c, msgType : 19
[DEBUG] [2022-03-07 22:01:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : faca7b10baff42ea9cea45a9758a0abb, msgType : 19
[DEBUG] [2022-03-07 22:01:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 24a4f0dbf0124851a6f75d2c8c8d645a, msgType : 19
[DEBUG] [2022-03-07 22:01:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 09bc3e6fd9d94d6285c6bf34f282f70b, msgType : 19
[DEBUG] [2022-03-07 22:01:48] ConsoleContractImpl.callContract(441) | sendCall request, params: [], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:get, paramSize: 0
[INFO] [2022-03-07 22:01:48] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:48] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:48] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:48] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:48] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:01:48] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@25f9407e 
[INFO] [2022-03-07 22:01:48] ABIObjectFactory.createObject(32) |  name: get
[DEBUG] [2022-03-07 22:01:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d18b18e1ca1a472097173a4d8d39a2c8, msgType : 18
[INFO] [2022-03-07 22:01:49] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:49] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:49] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:49] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:49] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:01:49] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@552518c3 
[INFO] [2022-03-07 22:01:49] ABIObjectFactory.createObject(32) |  name: get
[DEBUG] [2022-03-07 22:01:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 95254b2438be48dab1b582866cfaf644, msgType : 19
[DEBUG] [2022-03-07 22:01:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c1c52b77e44f4cba9842e460aa063e04, msgType : 19
[DEBUG] [2022-03-07 22:01:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8abb779cd54a4591b6d3b47043aa9c40, msgType : 19
[DEBUG] [2022-03-07 22:01:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 417a2fc1f1e348c6b77ae3646f734ef8, msgType : 19
[DEBUG] [2022-03-07 22:01:52] ConsoleContractImpl.callContract(441) | sendCall request, params: [adbd, def], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:constr, paramSize: 2
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@1a69561c 
[INFO] [2022-03-07 22:01:52] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:01:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d5ed5f601a2848d9b79d93e7c3d54cca, msgType : 18
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:01:52] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:01:52] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@59aa20b3 
[INFO] [2022-03-07 22:01:52] ABIObjectFactory.createObject(32) |  name: constr
[DEBUG] [2022-03-07 22:01:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 07dff5116a5644d0927d0633c2dd90ed, msgType : 19
[DEBUG] [2022-03-07 22:01:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cea12347b5d94ec59de3a4e3ea2934e5, msgType : 19
[DEBUG] [2022-03-07 22:01:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 248ba0dcd589442484c109e0a7fe92ca, msgType : 19
[DEBUG] [2022-03-07 22:01:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba0fd12ca8944cc78fb27c14fd1be873, msgType : 19
[DEBUG] [2022-03-07 22:01:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cb6e58707aff45fab45d71586d0667c6, msgType : 19
[DEBUG] [2022-03-07 22:01:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cde47662480e4a15b5179426585b1c35, msgType : 19
[DEBUG] [2022-03-07 22:02:00] ConsoleContractImpl.callContract(441) | sendCall request, params: [10.1, 20.1], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:adddb, paramSize: 2
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@363f6148 
[INFO] [2022-03-07 22:02:00] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6af58165b46f4a7d8b6a66754a5114a8, msgType : 18
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:00] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:00] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@4b21844c 
[INFO] [2022-03-07 22:02:00] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 07ffd7e953c94f37ab0e13efe11eff41, msgType : 19
[DEBUG] [2022-03-07 22:02:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5802e99a72774fd483cc1122384893eb, msgType : 19
[DEBUG] [2022-03-07 22:02:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d85e23887ac54b8ba14caae2f709bcfc, msgType : 19
[DEBUG] [2022-03-07 22:02:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0a2405687c794d40a1a7b7eb58a3f776, msgType : 19
